大学八级英语单词|abase|英[ə'beɪs] 美[ə'beɪs]|v.降低……的地位；降低……的品格；贬低|The president is not willing to abase himself before the nation.|总统不愿在全国人民面前降低自己的威信。|大学八级英语单词
大学八级英语单词|subside|英[səb'saɪd] 美[səb'saɪd]|vi.沉没；平息；下陷|The hematoma will usually subside in time.<br>The storm began to subside.<br>He waited until the applause had subsided.<br>Weak foundations caused the house to subside.|血肿通常随时间消逝。<br>风暴渐渐平息了。<br>他一直等到掌声平息后才继续下去。<br>由于地基不牢，这所房子已下陷。|大学八级英语单词
大学八级英语单词|subsidy|英['sʌbsədi] 美['sʌbsədi]|n.津贴；补助金|It's the old and the poor who suffer worst when subsidies are cut.<br>She qualifies for the unemployment subsidy .<br>The townsfolk can't understand why the Royal Shakespeare Company needs a subsidy.|补助津贴一削减，最吃苦头的就是那些老人和贫民。<br>她有权获得失业补贴。<br>市民不明白王室莎士比亚公司为什么需要一个补助金。|大学八级英语单词
大学八级英语单词|substantiate|英[səb'stænʃieɪt] 美[səb'stænʃieɪt]|vt.证实；实体化|The eyewitness can substantiate all the testimony.<br>Despite this, more research is needed to substantiate this association.<br>Field experience did not usually substantiate the claims.|目击证人能够证实所有的证词。<br>尽管如此，这种联系还有赖更多研究来佐证。<br>实际经验通常都不能使这些看法具体化。|大学八级英语单词
大学八级英语单词|subterfuge|英['sʌbtəfjuːdʒ] 美['sʌbtərfjuːdʒ]|n.遁词；借口；托辞|It was no subterfuge on her part. She just lied in her throat and we all realized toe grossness of her false utterance.<br>This subterfuge went on for weeks.<br>Her claim to be a journalist was simply a subterfuge to get into the theatre without paying.|她所说的不是什么遁词。她简直是在撒弥天大谎。对她说假话之无耻程度，我们都是了解的。<br>这个借口持续了几个星期。<br>她自称是记者，这只是个看戏不买票的花招而已。|大学八级英语单词
大学八级英语单词|subvert|英[səb'vɜːt] 美[səb'vɜːrt]|vt.推翻；颠覆；毁灭；使败坏|The rebellious troops attempted to subvert the present government.<br>He intended to subvert lawful government in his country.<br>This doctrine would subvert the very foundation of all written constitutions<br>Democracy can easily be subverted from within.|叛军曾企图推翻现政府。<br>他阴谋颠覆自己国家的合法政府。<br>这种论说将使一切成文宪法的根本基础遭到破坏。<br>民主政体容易自内部加以破坏。|大学八级英语单词
大学八级英语单词|succinct|英[sək'sɪŋkt] 美[sək'sɪŋkt]|adj.简洁的|Milton summarizes the people's case in many such succinct passages.|弥尔顿在许多简洁的段落中概括了人民的处境。|大学八级英语单词
大学八级英语单词|succor|英['sʌkə] 美['sʌkə]|n.救援；援助者|To rescue live peoples is still the most important and the first work in the succor.|救人仍然是救援工作的重中之重。|大学八级英语单词
大学八级英语单词|suffocate|英['sʌfəkeɪt] 美['sʌfəkeɪt]|vt.使窒息；使缺氧；阻碍<br>vi.窒息；窒息而亡；阻碍发展|But they do suffocate from a lack of air.<br>The stale air made us suffocate.|但它们确实也会因为缺少空气而窒息。<br>浑浊的空气使我们感到窒息。|大学八级英语单词
大学八级英语单词|suffuse|英[sə'fjuːz] 美[sə'fjuːz]|v.遍布……；弥漫；充满|The evening sky was suffused with crimson.<br>A blush suffused his cheeks.<br>They want to move everyone with their behaviors and suffuse the world with love.|黄昏时分天空红霞灿灿。<br>他瞬间满脸通红。<br>她们表示要用自己的行为去感染世界上的每一个人，让爱心充满全世界。|大学八级英语单词
大学八级英语单词|sulk|英[sʌlk] 美[sʌlk]|v.不高兴；愠怒；生气<br>n.不高兴；愠怒|He's been sulking for days about being left out of the team.<br>You must promise me that you won't sulk if I tell you all about it.<br>She is in the sulks.|他嗔怪队里没要他，连日生著闷气。<br>你得保证你不生气，我才肯把一切都告诉你。<br>她在发脾气；她在生气。|大学八级英语单词
大学八级英语单词|sumptuous|英['sʌmptʃuəs] 美['sʌmptʃuəs]|adj.华丽的；奢侈的|The poor girl was astonished by the sumptuous furnishings of the mansion.<br>Life is a sumptuous funeral and burial.<br>The king gave a sumptuous banquet.<br>The millionaire gave a sumptuous banquet.|这个贫穷的女孩被大厦里的豪华的陈设惊呆了。<br>生命是一场华丽的礼葬。<br>国王举行一次奢侈的宴会。<br>百万富翁举行了一次奢侈的宴会。|大学八级英语单词
大学八级英语单词|sunder|英['sʌndə(r)] 美['sʌndər]|v.分开；分离|Lightning tore the tree in sunder.<br>Nothing can sunder our friendship.<br>Time and distance often sunder friends.|闪电把树劈成两半。<br>什么也不能破坏我们的友谊。<br>朋友久别远离常产生隔阂。|大学八级英语单词
大学八级英语单词|supercilious|英[ˌsuːpə'sɪliəs] 美[ˌsuːpər'sɪliəs]|adj.目中无人的；高傲的|I resent your supercilious and arrogant attitude.<br>Parkman occasionally allows a supercilious tone to creep into his writing.|我讨厌你这种目中无人的傲慢态度。<br>帕克曼间或在文章里流露了高傲的态度。|大学八级英语单词
大学八级英语单词|superfluous|英[suː'pɜːfluəs] 美[suː'pɜːrfluəs]|adj.多余的；过剩的；不必要的|Repack all the superfluous cups in the box.<br>He has already been told, so our comments are superfluous.<br>The market is already superfluous.<br>She crossed out all the superfluous words and phrases in the draft.<br>In writing telegrams omit superfluous words.|把多余的杯子都重新装入箱中。<br>早就有人同他说过，所以我们的意见是多余的。<br>市场已经过剩了。<br>她把草稿中不必要的词句都杠掉了。<br>写电报稿要省去不必要的文字。|大学八级英语单词
大学八级英语单词|superimpose|英[ˌsuːpərɪm'pəʊz] 美[ˌsuːpərɪm'poʊz]|vt.置于某物之上；添加|Westerners should not superimpose its value judgement on China.<br>I think you ought to superimpose the great trust of mine on your heart.|西方人不应该把他们的价值观强加于中国。<br>我想你应该牢记住我对你的重托。|大学八级英语单词
大学八级英语单词|supine|英['suːpaɪn] 美['suːpaɪn]|adj.仰卧的；懒散的|In fact America's government has been anything but supine of late.<br>Apart from a few Moscow-based newspapers, the media are mostly supine.|事实上最近美国政府绝对不是躺着不干事。<br>除了一小部分总部设在莫斯科的报纸之外，媒体大都无所作为。|大学八级英语单词
大学八级英语单词|supple|英['sʌpl] 美['sʌpl]|adj.柔软的；逢迎的；灵活的<br>vt.使柔软；使柔顺<br>vi.变柔软；变柔顺|I picture my spine supple and flexible.<br>The leather I tanned is supple and durable.<br>Exercise keeps you supple.<br>She has a supple mind.<br>It had simply made her sympathetic and supple.<br>It tends to be firm yet delicate and supple great elegance develops with age.|我想像我的脊椎是柔软弹性的。<br>我鞣制的皮革特别柔韧耐用。<br>经常锻炼可使身体灵活。<br>她头脑灵活。<br>它只是使她变得随和柔顺而已。<br>它趋向于结实但仍精细和柔顺，随着陈年的发展，非常高雅。|大学八级英语单词
大学八级英语单词|supplant|英[sə'plɑːnt] 美[sə'plænt]|v.取代；排挤<br><古>根除|The duke plotted to supplant the king.<br>She's been supplant in her aunt's affection by her brother.<br>It is my view that the new historical disciplines complement rather than supplant traditional history.|公爵阴谋取代国王的地位。<br>她在她姑母心中的地位已被她兄弟取代了。<br>我认为这些新的历史学科对传统历史学起到了补充而非排挤作用。|大学八级英语单词
大学八级英语单词|supplicate|英['sʌplɪkeɪt] 美['sʌplɪˌkeɪt]|v.恳求；乞求|She supplicated for pardon.<br>He supplicates me to help.|她恳求原谅。<br>他向我求助。|大学八级英语单词
大学八级英语单词|supposition|英[ˌsʌpə'zɪʃn] 美[ˌsʌpə'zɪʃn]|n.假设；推测；推想|The experimental results bear out our supposition.<br>My supposition is that he stole the money.<br>His belief that things will improve is pure supposition.<br>The story is based on supposition.|实验结果证实了我们的假设。<br>我的猜测是他偷了这笔钱。<br>他认为情况会好转，这纯粹是推测而已。<br>这故事是以假想为基础的。|大学八级英语单词
大学八级英语单词|surcharge|英['sɜːtʃɑːdʒ] 美['sɜːrtʃɑːrdʒ]|n.额外费；装载过多；改值印记<br>vt.索高价；使超载；盖改值印记|What's the surcharge on this express parcel?<br>We had to pay a surcharge for the extra service.<br>They've surcharged us 10% on the price of the holiday because of a rise in air fares.<br>The widow's heart was surcharged with grief.|这个快邮包裹的额外邮资是多少？<br>我们接受了额外服务，被要求需要额外付费。<br>因飞机票涨价，他们在度假费用中向我们增收了10%25附加费。<br>那寡妇的心过分忧伤。|大学八级英语单词
大学八级英语单词|surfeit|英['sɜːfɪt] 美['sɜːrfɪt]|n.过食；过量<br>v.暴食；过分沉溺|A surfeit of rich food is bad for you.<br>There has been a surfeit of plays about divorce on the TV recently.<br>It's no good for your health to surfeit yourself.<br>They were surfeited with entertainment.|多吃油腻食物对身体有害。<br>最近有关离婚的电视剧太多了。<br>暴饮暴食有碍你的健康。<br>他们过分沉溺于玩乐了。|大学八级英语单词
大学八级英语单词|surreptitious|英[ˌsʌrəp'tɪʃəs] 美[ˌsɜːrəp'tɪʃəs]|adj.暗中进行的；鬼鬼祟祟的；保密的|She carried out a surreptitious search of his belongings.<br>His surreptitious behaviour naturally aroused suspicion.<br>He was surreptitious in his movements.|她暗地里搜查他的东西。<br>他那鬼鬼祟祟的行为自然引起了旁人的怀疑。<br>他行踪诡秘。|大学八级英语单词
大学八级英语单词|suture|英['suːtʃə(r)] 美['suːtʃər]|n.缝合；缝合处；缝合用的线<br>v.缝合|The methods of tendon suture are discussed in Chapter 63.<br>This is an absorbable suture thread which leaves no trace after an operation.<br>There is little available musculature to suture anterior to the sternum.|肌腱缝合方法将在 63 章介绍。<br>这是一种可吸收式缝合线，术后愈合快，不易留疤痕。<br>在胸骨前只有很少可用的肌肉能够缝合。|大学八级英语单词
大学八级英语单词|svelte|英[svelt] 美[svelt]|adj.苗条的；文雅的；和蔼的|All Americans crave to be svelte and rich.<br>A lady wears white yarn tippet, svelte coming from a distance.|所有的美国人都渴望身材苗条和富有。<br>远处还有一位身披白纱的贵妇，娉婷而来。|大学八级英语单词
大学八级英语单词|swagger|英['swæɡə(r)] 美['swæɡər]|v.大摇大摆地走；吹嘘<br>n.大摇大摆；吹牛|Now she was going to make up for this, she wanted to swagger around the streets and markets enjoying herself with Xiangzi.|现在，她要捞回来这点缺欠，要大摇大摆的在街上，在庙会上，同着祥子去玩。|大学八级英语单词
大学八级英语单词|sweltering|英['sweltərɪŋ] 美['sweltərɪŋ]|adj.酷热的|On sweltering summer days, sleeping is just fine.|夏日炎炎正好眠。|大学八级英语单词
